sampleID_FIELD	trapID	sampleID_LAB	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	processing_group	sample_accession_ENA	sample_status
SN2FMD	TAVVN5	L105950	2.1814	Montagne_d'Ambre	07:47:40_PM	26/2/2020	Montagne_d'Ambre	08:03:11_PM	4/3/2020	10096	good	Sweden	ERS16376754	sample processed and sequenced
SVXIE5	TN1QSL	L105951	5.3454	Baie	02:57:58_AM	22/4/2020	Baie	03:12:29_AM	29/4/2020	10095	good	Sweden	ERS16376873	sample processed and sequenced
SI2KFN	TK1MIJ	L105952	4.2714	Daraina	04:40:00_PM	26/2/2020	Daraina	05:05:00_PM	4/3/2020	10105	good	Sweden	ERS16376648	sample processed and sequenced
SSXKJQ	TG6SK4	L105953	1.6294	Lokobe	07:21:00_AM	26/2/2020	Lokobe	07:10:31_AM	4/3/2020	10070	good	Sweden	ERS16376821	sample processed and sequenced
SV9BAY	TRGIDB	L105954	2.8134	Mananara	07:10:00_AM	1/4/2020	Mananara	06:58:00_AM	8/4/2020	10068	good	Sweden	ERS16376859	sample processed and sequenced
SYCJXK	TG6SK4	L105955	0.1634	Lokobe	07:56:27_AM	14/8/2019	Lokobe	08:18:22_AM	21/8/2019	10102	good	Sweden	ERS16376915	sample processed and sequenced
SLNXET	TUP4R5	L105956	4.3694	Tsimanampesotse	06:25:42_AM	6/11/2019	Tsimanampesotse	07:00:12_AM	13/11/2019	10114	poor	Sweden	ERS16376718	sample processed and sequenced
SAEBZT	TG6SK4	L105960	1.0134	Lokobe	12:21:29_PM	1/1/2020	Lokobe	07:30:30_AM	8/1/2020	9789	good	Sweden	ERS16376505	sample processed and sequenced
SETFBY	TE8SYJ	L105961	6.3954	Tsimanampesotse	06:45:44_AM	1/1/2020	Tsimanampesotse	12:15:00_PM	8/1/2020	10409	good	Sweden	ERS16376582	sample processed and sequenced
S4SQNR	T6UDMB	L105962	2.3604	Mikea	02:54:23_AM	26/2/2020	Mikea	11:27:43_AM	5/3/2020	12033	good	Sweden	ERS16376453	sample processed and sequenced
SHPQMN	TRA8W1	L105963	1.1834	Marojejy	08:51:47_PM	25/3/2020	Marojejy	11:01:07_PM	1/4/2020	10209	good	Sweden	ERS16376642	sample processed and sequenced
SFPHPJ	TK1MIJ	L105964	1.8264	Daraina	09:25:00_AM	25/3/2020	Daraina	09:09:00_AM	1/4/2020	10064	good	Sweden	ERS16376596	sample processed and sequenced
SHPK48	TK1MIJ	L105965	0.7324	Daraina	01:00:00_PM	17/6/2020	Daraina	05:37:00_PM	24/6/2020	10357	good	Sweden	ERS16376641	sample processed and sequenced
SLJPAF	TEE8KA	L105968	1.8534	Analalava	11:04:30_AM	22/4/2020	Analalava	10:23:29_AM	29/4/2020	10039	acceptable	Sweden	ERS16376714	sample processed and sequenced
SNIK6A	TUH8A4	L105977	12.7394	Ankarafantsika	09:25:00_AM	4/12/2019	Ankarafantsika	02:00:00_PM	11/12/2019	10355	good	Sweden	ERS16376761	sample processed and sequenced
SV9T3W	TRJZGH	L105978	5.4374	Marojejy	10:32:30_PM	1/1/2020	Marojejy	09:22:38_PM	8/1/2020	10010	good	Sweden	ERS16376861	sample processed and sequenced
SK6BKZ	TGJ4FW	L105979	1.5974	Kirindy	03:17:30_PM	4/12/2019	Kirindy	05:59:22_PM	11/12/2019	10242	good	Sweden	ERS16376687	sample processed and sequenced
SS5MCX	TN1QSL	L105969	3.9064	Baie	06:35:25_AM	26/2/2020	Baie	05:01:39_AM	4/3/2020	9986	good	Sweden	ERS16376806	sample processed and sequenced
S9LLIV	TKRH5P	L105970	2.6454	Namoroka	04:15:59_AM	29/1/2020	Namoroka	03:31:04_AM	5/2/2020	10035	good	Sweden	ERS16376498	sample processed and sequenced
SWBQPG	TAHDZD	L105971	2.1954	Marojejy	10:39:00_PM	14/8/2019	Marojejy	09:19:37_PM	21/8/2019	10001	good	Sweden	ERS16376878	sample processed and sequenced
STXDWT	TDKTHY	L105972	6.3164	Maromizaha	09:09:04_AM	11/12/2019	Maromizaha	04:31:13_AM	18/12/2019	9802	good	Sweden	ERS16376834	sample processed and sequenced
SEDWZF	T9VS8I	L105973	1.3884	Masoala	03:10:58_AM	14/8/2019	Masoala	03:49:25_AM	21/8/2019	10118	poor	Sweden	ERS16376575	sample processed and sequenced
SFC5CA	TP2FUA	L105974	4.6754	Kirindy	03:03:32_PM	4/12/2019	Kirindy	05:48:55_PM	11/12/2019	10245	good	Sweden	ERS16376591	sample processed and sequenced
SWFRYC	TXS3QU	L105975	4.4054	Marojejy	10:00:42_PM	6/11/2019	Marojejy	10:51:02_PM	13/11/2019	10130	good	Sweden	ERS16376882	sample processed and sequenced
S3KJCW	TGJ4FW	L105976	1.4384	Kirindy	05:10:00_PM	17/6/2020	Kirindy	05:10:00_PM	24/6/2020	10080	good	Sweden	ERS16376439	sample processed and sequenced
S48WVS	TNQVM4	L105980	1.6994	Masoala	02:09:00_PM	18/3/2020	Masoala	04:18:00_PM	25/3/2020	10209	good	Sweden	ERS16376444	sample processed and sequenced
SK8GEP	TRA8W1	L105989	4.6774	Marojejy	10:19:22_PM	4/12/2019	Marojejy	10:25:17_PM	11/12/2019	10086	good	Sweden	ERS16376689	sample processed and sequenced
SQP21N	TXS3QU	L105990	2.2114	Marojejy	07:59:21_PM	9/10/2019	Marojejy	12:33:26_AM	16/10/2019	8914	good	Sweden	ERS16376789	sample processed and sequenced
S1RX63	TNQVM4	L105991	6.3184	Masoala	10:58:03_AM	6/11/2019	Masoala	02:56:36_AM	13/11/2019	9599	good	Sweden	ERS16376421	sample processed and sequenced
SB4RHV	TRJZGH	L105981	3.6924	Marojejy	08:21:14_PM	4/12/2019	Marojejy	08:28:45_PM	11/12/2019	10088	good	Sweden	ERS16376526	sample processed and sequenced
SMLUNR	TUH8A4	L105982	5.7784	Ankarafantsika	02:00:13_AM	6/11/2019	Ankarafantsika	12:00:00_PM	13/11/2019	10680	good	Sweden	ERS16376738	sample processed and sequenced
SLT9SD	TAHDZD	L105983	3.1544	Marojejy	11:36:51_PM	1/1/2020	Marojejy	10:28:16_PM	8/1/2020	10011	good	Sweden	ERS16376719	sample processed and sequenced
SAWCSA	TEE8KA	L105984	1.5854	Analalava	08:55:45_AM	20/5/2020	Analalava	09:48:25_AM	27/5/2020	10133	acceptable	Sweden	ERS16376521	sample processed and sequenced
SISMNU	TGJ4FW	L105985	3.3804	Kirindy	03:18:20_AM	7/11/2019	Kirindy	02:44:26_AM	13/11/2019	8606	good	Sweden	ERS16376659	sample processed and sequenced
S8I4IE	TRA8W1	L105986	3.0604	Marojejy	04:07:00_PM	1/1/2020	Marojejy	11:29:26_PM	8/1/2020	10522	good	Sweden	ERS16376488	sample processed and sequenced
SHZWXN	TEE8KA	L105987	11.8284	Analalava	06:06:05_PM	1/1/2020	Analalava	09:36:15_AM	8/1/2020	9570	acceptable	Sweden	ERS16376647	sample processed and sequenced
SJFJ6I	T6UDMB	L105988	2.2994	Mikea	03:22:20_AM	25/3/2020	Mikea	03:21:09_AM	1/4/2020	10079	good	Sweden	ERS16376671	sample processed and sequenced
S5ZQAX	TDKTHY	L105992	2.5384	Maromizaha	05:15:41_AM	22/4/2020	Maromizaha	05:46:10_AM	29/4/2020	10110	good	Sweden	ERS16376461	sample processed and sequenced
SHNNRP	TXS3QU	L106001	1.5774	Marojejy	04:04:00_PM	1/1/2020	Marojejy	12:29:53_AM	9/1/2020	10586	good	Sweden	ERS16376640	sample processed and sequenced
SHYZLF	TUP4R5	L106002	1.3184	Tsimanampesotse	08:10:00_PM	17/6/2020	Tsimanampesotse	08:01:53_AM	24/6/2020	9352	good	Sweden	ERS16376646	sample processed and sequenced
SBMWP3	TEYXBT	L106003	1.6584	Maromizaha	04:24:32_AM	1/4/2020	Maromizaha	05:31:19_AM	8/4/2020	10147	good	Sweden	ERS16376533	sample processed and sequenced
SKELDK	T6UDMB	L105993	6.4934	Mikea	01:07:49_PM	1/1/2020	Mikea	02:43:31_AM	8/1/2020	9456	good	Sweden	ERS16376691	sample processed and sequenced
SHAK5W	TDKTHY	L105994	2.7004	Maromizaha	05:07:40_AM	25/3/2020	Maromizaha	04:50:17_AM	1/4/2020	10063	good	Sweden	ERS16376631	sample processed and sequenced
SLCZ9Y	TKRH5P	L105995	11.1324	Namoroka	01:42:09_AM	13/11/2019	Namoroka	01:48:29_AM	20/11/2019	10086	good	Sweden	ERS16376710	sample processed and sequenced
SJVKLB	TDKTHY	L105996	6.5524	Maromizaha	03:46:27_AM	29/1/2020	Maromizaha	05:50:50_AM	5/2/2020	10204	good	Sweden	ERS16376684	sample processed and sequenced
SAEF56	TDKTHY	L105997	3.4774	Maromizaha	04:40:55_AM	26/2/2020	Maromizaha	05:49:06_AM	4/3/2020	10148	good	Sweden	ERS16376506	sample processed and sequenced
SZZRWZ	TP2FUA	L105998	4.9454	Kirindy	03:06:39_AM	7/11/2019	Kirindy	02:34:14_AM	14/11/2019	10048	good	Sweden	ERS16376936	sample processed and sequenced
SG7XJJ	TZJWN3	L105999	2.8754	Betampona	04:44:58_AM	25/3/2020	Betampona	04:25:07_AM	1/4/2020	10060	good	Sweden	ERS16376610	sample processed and sequenced
SXGXJM	TNQVM4	L106000	1.8874	Masoala	02:52:00_PM	26/2/2020	Masoala	02:36:00_PM	4/3/2020	10064	good	Sweden	ERS16376901	sample processed and sequenced
SPX7YP	TGRG5T	L106004	1.6274	Andohahela	02:42:03_AM	26/2/2020	Andohahela	03:27:48_AM	4/3/2020	10126	good	Sweden	ERS16376776	sample processed and sequenced
SG7D9S	THGFVB	L106013	3.1924	Mahabo	04:47:20_AM	11/9/2019	Mahabo	04:35:33_AM	18/9/2019	10068	good	Sweden	ERS16376608	sample processed and sequenced
SGUNSA	TEE8KA	L106014	3.9984	Analalava	09:37:41_AM	9/10/2019	Analalava	03:26:29_PM	16/10/2019	10429	good	Sweden	ERS16376620	sample processed and sequenced
SI7QN8	TAHDZD	L106015	1.5984	Marojejy	02:00:00_AM	17/6/2020	Marojejy	06:24:00_PM	24/6/2020	11064	good	Sweden	ERS16376650	sample processed and sequenced
SYXZTF	TK4SS2	L106005	1.0924	Bekopaka	10:05:00_PM	1/1/2020	Bekopaka	02:39:58_PM	8/1/2020	9635	good	Sweden	ERS16376922	sample processed and sequenced
S5QUPW	TXS3QU	L106006	2.7474	Marojejy	12:25:58_AM	21/5/2020	Marojejy	11:52:07_PM	27/5/2020	10046	good	Sweden	ERS16376457	sample processed and sequenced
SXLL6H	TEYXBT	L106007	5.5834	Maromizaha	05:03:03_AM	4/3/2020	Maromizaha	04:53:34_AM	11/3/2020	10071	good	Sweden	ERS16376903	sample processed and sequenced
SDSTRK	THGFVB	L106008	2.3074	Mahabo	07:05:50_AM	8/1/2020	Mahabo	09:16:13_AM	15/1/2020	10210	acceptable	Sweden	ERS16376567	sample processed and sequenced
S25GN5	TB43DA	L106009	10.4574	Ranomafana	07:08:46_AM	1/1/2020	Ranomafana	10:16:45_AM	8/1/2020	10268	good	Sweden	ERS16376426	sample processed and sequenced
SAHQFR	TTFJBN	L106010	2.3004	Maromizaha	03:10:00_PM	3/6/2020	Maromizaha	06:25:00_PM	10/6/2020	10275	good	Sweden	ERS16376507	sample processed and sequenced
SMDNJN	THGFVB	L106011	0.8034	Mahabo	04:41:42_AM	14/8/2019	Mahabo	02:37:40_AM	21/8/2019	9956	good	Sweden	ERS16376731	sample processed and sequenced
SGZ4IG	TRA8W1	L106012	3.6984	Marojejy	06:21:19_PM	9/10/2019	Marojejy	10:15:08_PM	16/10/2019	10314	good	Sweden	ERS16376624	sample processed and sequenced
S5SUAY	T6UDMB	L106016	3.6294	Mikea	02:40:48_AM	29/1/2020	Mikea	02:54:13_AM	5/2/2020	10093	good	Sweden	ERS16376458	sample processed and sequenced
SSS64Q	TYBVPP	L106025	4.4964	Bezaha	07:43:46_AM	26/2/2020	Bezaha	01:22:04_PM	4/3/2020	10418	good	Sweden	ERS16376815	sample processed and sequenced
S6Y6VF	TZJWN3	L106026	4.7094	Betampona	02:56:04_AM	23/10/2019	Betampona	03:39:23_AM	30/10/2019	10123	good	Sweden	ERS16376470	sample processed and sequenced
S7FTZE	TEYXBT	L106027	4.2034	Maromizaha	04:10:20_AM	18/12/2019	Maromizaha	03:41:48_AM	25/12/2019	10051	good	Sweden	ERS16376474	sample processed and sequenced
SXDQFY	TEYXBT	L106017	5.1824	Maromizaha	04:46:12_AM	20/11/2019	Maromizaha	03:07:13_AM	27/11/2019	9981	good	Sweden	ERS16376898	sample processed and sequenced
SLZGPS	TEYXBT	L106018	0.5134	Maromizaha	10:30:00_PM	22/7/2020	Maromizaha	08:15:00_PM	29/7/2020	9945	good	Sweden	ERS16376720	sample processed and sequenced
STK58M	THGFVB	L106019	2.9514	Mahabo	03:56:14_AM	25/9/2019	Mahabo	02:12:34_AM	2/10/2019	9976	acceptable	Sweden	ERS16376830	sample processed and sequenced
SUYLLR	TEYXBT	L106020	3.0374	Maromizaha	05:29:26_AM	29/4/2020	Maromizaha	06:40:30_AM	6/5/2020	10151	good	Sweden	ERS16376856	sample processed and sequenced
SIBCZ3	TB43DA	L106021	2.8614	Ranomafana	07:39:10_AM	11/9/2019	Ranomafana	12:28:45_PM	18/9/2019	10370	acceptable	Sweden	ERS16376652	sample processed and sequenced
S2VLRV	TEYXBT	L106022	1.8504	Maromizaha	05:10:00_PM	3/6/2020	Maromizaha	06:15:00_PM	10/6/2020	10145	good	Sweden	ERS16376434	sample processed and sequenced
SE62BC	TTFJBN	L106023	6.7834	Maromizaha	04:01:58_AM	25/3/2020	Maromizaha	04:02:02_AM	1/4/2020	10080	good	Sweden	ERS16376571	sample processed and sequenced
SMMUP4	TDKTHY	L106024	2.7504	Maromizaha	05:44:21_AM	9/10/2019	Maromizaha	04:51:46_AM	16/10/2019	10027	good	Sweden	ERS16376741	sample processed and sequenced
S4XBBH	TRA8W1	L106037	6.8494	Marojejy	08:08:45_PM	6/11/2019	Marojejy	09:18:17_PM	13/11/2019	10150	good	Sweden	ERS16376455	sample processed and sequenced
SI7HDR	TZJWN3	L106038	2.0834	Betampona	09:33:21_AM	14/8/2019	Betampona	03:24:48_AM	21/8/2019	9711	good	Sweden	ERS16376649	sample processed and sequenced
SYWJJ6	TQKQRH	L106039	3.5104	Masoala	10:42:21_AM	6/11/2019	Masoala	02:38:50_AM	13/11/2019	9596	good	Sweden	ERS16376921	sample processed and sequenced
S2SFLV	TAHDZD	L106030	1.5604	Marojejy	09:43:06_PM	26/2/2020	Marojejy	09:42:25_PM	4/3/2020	10079	good	Sweden	ERS16376432	sample processed and sequenced
S6KN66	TAVVN5	L106031	2.2614	Montagne_d'Ambre	07:53:43_PM	29/1/2020	Montagne_d'Ambre	08:29:34_PM	5/2/2020	10116	good	Sweden	ERS16376466	sample processed and sequenced
SU8HLJ	TPSMAA	L106032	5.5384	Ambohitantely	04:25:00_PM	29/1/2020	Ambohitantely	05:34:49_AM	5/2/2020	9430	good	Sweden	ERS16376844	sample processed and sequenced
SFEBPQ	TAHDZD	L106033	2.0544	Marojejy	05:05:36_PM	9/10/2019	Marojejy	09:07:03_PM	16/10/2019	10321	good	Sweden	ERS16376592	sample processed and sequenced
SJ5Y9Y	TRJZGH	L106034	1.3774	Marojejy	09:31:00_PM	14/8/2019	Marojejy	08:23:09_PM	21/8/2019	10012	good	Sweden	ERS16376667	sample processed and sequenced
SJMWHG	TRGIDB	L106035	1.5314	Mananara	12:00:00_PM	14/8/2019	Mananara	12:00:00_PM	21/8/2019	10080	good	Sweden	ERS16376677	sample processed and sequenced
SFUCKB	TRA8W1	L106036	1.3864	Marojejy	11:36:40_PM	22/4/2020	Marojejy	09:48:47_PM	29/4/2020	9972	good	Sweden	ERS16376601	sample processed and sequenced
SKN2TF	TN1QSL	L106040	2.0284	Baie	03:11:26_AM	20/5/2020	Baie	02:58:46_AM	27/5/2020	10067	good	Sweden	ERS16376695	sample processed and sequenced
SMPWNP	TDY8SA	L106049	1.2244	Anjozorobe	07:05:00_PM	17/6/2020	Anjozorobe	05:05:00_PM	24/6/2020	9960	good	Sweden	ERS16376743	sample processed and sequenced
SDEN2B	TB43DA	L106050	7.2274	Ranomafana	10:12:57_AM	9/10/2019	Ranomafana	05:57:23_AM	16/10/2019	9824	good	Sweden	ERS16376561	sample processed and sequenced
S6Q459	THI5PX	L106051	0.7154	Analamerana	12:07:00_PM	26/2/2020	Analamerana	10:27:31_AM	4/3/2020	9981	good	Sweden	ERS16376469	sample processed and sequenced
SB7XT8	TTFJBN	L106041	2.4354	Maromizaha	03:08:20_AM	29/1/2020	Maromizaha	05:10:52_AM	5/2/2020	10203	good	Sweden	ERS16376527	sample processed and sequenced
SMIJIX	TKDVTA	L106042	1.6334	Tsitongambarika	11:15:00_AM	15/7/2020	Tsitongambarika	09:30:00_PM	22/7/2020	10695	good	Sweden	ERS16376735	sample processed and sequenced
SZTDTV	TULADB	L106043	1.3604	Tsitongambarika	10:10:00_AM	15/7/2020	Tsitongambarika	09:05:00_PM	22/7/2020	10735	good	Sweden	ERS16376931	sample processed and sequenced
SILDQE	TEE8KA	L106044	2.3744	Analalava	11:00:00_AM	29/1/2020	Analalava	09:53:31_AM	5/2/2020	10014	good	Sweden	ERS16376658	sample processed and sequenced
SKF2FA	TPQKYN	L106045	6.5854	Marontandrano	11:12:00_AM	25/3/2020	Marontandrano	07:52:00_PM	1/4/2020	10600	good	Sweden	ERS16376692	sample processed and sequenced
SQL1SU	TAHDZD	L106046	1.1984	Marojejy	08:03:17_PM	25/3/2020	Marojejy	09:53:46_PM	1/4/2020	10190	good	Sweden	ERS16376788	sample processed and sequenced
SCYX5A	TGRG5T	L106047	0.8154	Andohahela	12:03:37_PM	4/12/2019	Andohahela	08:58:46_AM	11/12/2019	9895	good	Sweden	ERS16376555	sample processed and sequenced
SJFYYD	TZJWN3	L106048	4.7374	Betampona	05:11:19_AM	26/2/2020	Betampona	04:33:16_AM	4/3/2020	10042	good	Sweden	ERS16376672	sample processed and sequenced
STVUEN	TK4SS2	L106052	1.2574	Bekopaka	03:16:52_PM	29/1/2020	Bekopaka	06:32:20_AM	5/2/2020	9555	good	Sweden	ERS16376833	sample processed and sequenced
SWURAW	TPQKYN	L106053	7.5024	Marontandrano	04:21:00_PM	1/1/2020	Marontandrano	02:00:00_PM	8/1/2020	9939	good	Sweden	ERS16376889	sample processed and sequenced
SYS2WU	TRGIDB	L106054	2.8184	Mananara	12:00:02_PM	6/11/2019	Mananara	12:00:00_PM	13/11/2019	10080	good	Sweden	ERS16376920	sample processed and sequenced
SRUBNQ	TQKQRH	L106055	3.6974	Masoala	03:02:20_AM	9/10/2019	Masoala	04:23:57_AM	16/10/2019	10162	good	Sweden	ERS16376803	sample processed and sequenced
SAISYC	TFBCWJ	L106056	1.9524	Tsitongambarika	10:30:00_AM	22/4/2020	Tsitongambarika	08:05:00_AM	29/4/2020	9935	good	Sweden	ERS16376509	sample processed and sequenced
SJ6GKR	TFBCWJ	L106057	2.0804	Tsitongambarika	08:04:09_AM	26/2/2020	Tsitongambarika	09:05:14_AM	4/3/2020	10141	good	Sweden	ERS16376668	sample processed and sequenced
SQENUU	NA	L105621	2.03	NA	NA	NA	NA	NA	NA	NA	NA	Sweden	ERS16377137	sample processed and sequenced
SRQY3W	T3JY78	NA	NA	Tsimanampesotse	08:08:42_AM	7/8/2019	Tsimanampesotse	07:39:39_AM	14/8/2019	10051	good	MBC	ERS18893592	sample processed and sequenced
S5HVU5	T3JY78	NA	NA	Tsimanampesotse	08:20:11_AM	4/9/2019	Tsimanampesotse	07:19:34_AM	11/9/2019	10019	good	MBC	ERS18893593	sample processed and sequenced
SNJX2Y	T3JY78	NA	NA	Tsimanampesotse	06:25:00_PM	2/10/2019	Tsimanampesotse	09:39:03_AM	9/10/2019	9554	good	MBC	ERS18893594	sample processed and sequenced
SBZUQK	T3JY78	NA	NA	Tsimanampesotse	07:46:05_AM	30/10/2019	Tsimanampesotse	06:48:04_AM	6/11/2019	10022	good	MBC	ERS18893595	sample processed and sequenced
SLJIEI	T3JY78	NA	NA	Tsimanampesotse	06:43:00_AM	27/11/2019	Tsimanampesotse	06:50:13_AM	4/12/2019	10087	good	MBC	ERS18893596	sample processed and sequenced
SFHE3H	T3JY78	NA	NA	Tsimanampesotse	06:49:12_AM	25/12/2019	Tsimanampesotse	06:59:46_AM	1/1/2020	10091	good	MBC	ERS18893597	sample processed and sequenced
SY991R	T3JY78	NA	NA	Tsimanampesotse	12:35:00_PM	22/1/2020	Tsimanampesotse	07:22:01_AM	29/1/2020	9767	good	MBC	ERS18893598	sample processed and sequenced
SXQGJ2	T3JY78	NA	NA	Tsimanampesotse	08:48:25_AM	19/2/2020	Tsimanampesotse	07:44:35_AM	26/2/2020	10016	good	MBC	ERS18893599	sample processed and sequenced
SXA4HD	T3JY78	NA	NA	Tsimanampesotse	07:56:20_AM	18/3/2020	Tsimanampesotse	08:25:54_AM	25/3/2020	10110	good	MBC	ERS18893600	sample processed and sequenced
SW5XTQ	T3JY78	NA	NA	Tsimanampesotse	09:16:00_PM	15/4/2020	Tsimanampesotse	08:10:49_AM	22/4/2020	9295	good	MBC	ERS18893601	sample processed and sequenced
SENHU2	T3JY78	NA	NA	Tsimanampesotse	08:34:41_AM	13/5/2020	Tsimanampesotse	08:09:27_AM	20/5/2020	10055	good	MBC	ERS18893602	sample processed and sequenced
SM54JU	T3JY78	NA	NA	Tsimanampesotse	09:05:13_AM	11/6/2020	Tsimanampesotse	08:31:26_AM	18/6/2020	10046	good	MBC	ERS18893603	sample processed and sequenced
SGJLBB	T3JY78	NA	NA	Tsimanampesotse	08:33:14_AM	8/7/2020	Tsimanampesotse	08:14:32_AM	15/7/2020	10061	good	MBC	ERS18893604	sample processed and sequenced
SSVSBV	T4ZF4M	NA	NA	Isalo	03:02:23_PM	7/8/2019	Isalo	09:10:02_AM	14/8/2019	9728	good	MBC	ERS18893605	sample processed and sequenced
SW2F79	T4ZF4M	NA	NA	Isalo	01:53:02_PM	4/9/2019	Isalo	07:57:01_AM	11/9/2019	9724	good	MBC	ERS18893606	sample processed and sequenced
SJ2SDJ	T4ZF4M	NA	NA	Isalo	08:07:40_AM	2/10/2019	Isalo	02:33:11_PM	9/10/2019	10466	good	MBC	ERS18893607	sample processed and sequenced
SJRMXU	T4ZF4M	NA	NA	Isalo	08:28:35_AM	23/10/2019	Isalo	08:42:41_AM	6/11/2019	20174	good	MBC	ERS18893608	sample processed and sequenced
SKQ3MI	T4ZF4M	NA	NA	Isalo	08:40:19_AM	27/11/2019	Isalo	09:28:47_AM	4/12/2019	10128	good	MBC	ERS18893609	sample processed and sequenced
SNJNIY	T4ZF4M	NA	NA	Isalo	02:45:00_PM	25/12/2019	Isalo	09:00:29_AM	1/1/2020	9735	good	MBC	ERS18893610	sample processed and sequenced
S58REI	T4ZF4M	NA	NA	Isalo	09:30:31_AM	22/1/2020	Isalo	09:30:50_AM	29/1/2020	10080	good	MBC	ERS18893611	sample processed and sequenced
SUGGCN	T4ZF4M	NA	NA	Isalo	10:32:55_AM	19/2/2020	Isalo	08:44:04_AM	26/2/2020	9971	good	MBC	ERS18893612	sample processed and sequenced
SBEVDS	T4ZF4M	NA	NA	Isalo	09:56:19_AM	18/3/2020	Isalo	10:49:07_AM	25/3/2020	10133	good	MBC	ERS18893613	sample processed and sequenced
SGBMTR	T4ZF4M	NA	NA	Isalo	03:12:46_PM	15/4/2020	Isalo	03:16:30_PM	22/4/2020	10084	good	MBC	ERS18893614	sample processed and sequenced
SGXZ5N	T4ZF4M	NA	NA	Isalo	09:15:18_AM	13/5/2020	Isalo	09:26:44_AM	20/5/2020	10091	good	MBC	ERS18893615	sample processed and sequenced
SMR8LD	T4ZF4M	NA	NA	Isalo	09:34:02_AM	10/6/2020	Isalo	06:57:27_AM	17/6/2020	9923	good	MBC	ERS18893616	sample processed and sequenced
SWCMTW	T4ZF4M	NA	NA	Isalo	09:18:42_AM	8/7/2020	Isalo	06:21:50_PM	15/7/2020	10623	good	MBC	ERS18893617	sample processed and sequenced
S91CS1	T6UDMB	NA	NA	Mikea	12:00:00_PM	7/8/2019	Mikea	12:00:00_PM	14/8/2019	10080	good	MBC	ERS18893618	sample processed and sequenced
SQD456	T6UDMB	NA	NA	Mikea	12:00:00_PM	4/9/2019	Mikea	12:00:00_PM	11/9/2019	10080	good	MBC	ERS18893619	sample processed and sequenced
SJWFZZ	T6UDMB	NA	NA	Mikea	06:52:12_AM	2/10/2019	Mikea	05:00:15_AM	9/10/2019	9968	good	MBC	ERS18893620	sample processed and sequenced
SGCI5L	T6UDMB	NA	NA	Mikea	04:04:41_AM	30/10/2019	Mikea	10:35:41_AM	6/11/2019	10471	good	MBC	ERS18893621	sample processed and sequenced
SGUE5L	T6UDMB	NA	NA	Mikea	01:08:23_AM	27/11/2019	Mikea	03:29:42_AM	4/12/2019	10221	good	MBC	ERS18893622	sample processed and sequenced
SVTFLN	T6UDMB	NA	NA	Mikea	02:06:22_AM	25/12/2019	Mikea	01:07:08_PM	1/1/2020	10741	good	MBC	ERS18893623	sample processed and sequenced
S6WFMR	T6UDMB	NA	NA	Mikea	03:02:51_AM	22/1/2020	Mikea	02:40:27_AM	29/1/2020	10058	good	MBC	ERS18893624	sample processed and sequenced
SI5KRE	T6UDMB	NA	NA	Mikea	03:07:08_AM	19/2/2020	Mikea	02:53:57_AM	26/2/2020	10067	good	MBC	ERS18893625	sample processed and sequenced
SQX2BU	T6UDMB	NA	NA	Mikea	03:38:24_AM	18/3/2020	Mikea	03:22:01_AM	25/3/2020	10064	good	MBC	ERS18893626	sample processed and sequenced
SR1Y9K	T6UDMB	NA	NA	Mikea	09:10:00_AM	15/4/2020	Mikea	03:36:09_AM	22/4/2020	9746	good	MBC	ERS18893627	sample processed and sequenced
SVPNTM	T6UDMB	NA	NA	Mikea	03:39:00_AM	10/6/2020	Mikea	04:13:10_AM	17/6/2020	10114	good	MBC	ERS18893628	sample processed and sequenced
SLXZBQ	T6UDMB	NA	NA	Mikea	04:21:45_AM	8/7/2020	Mikea	02:57:43_AM	15/7/2020	9996	good	MBC	ERS18893629	sample processed and sequenced
SGNILA	T9VS8I	NA	NA	Masoala	03:00:02_AM	7/8/2019	Masoala	03:09:11_AM	14/8/2019	10089	good	MBC	ERS18893630	sample processed and sequenced
SDWFDL	T9VS8I	NA	NA	Masoala	02:29:00_PM	25/12/2019	Masoala	04:00:00_PM	1/1/2020	10171	good	MBC	ERS18893631	sample processed and sequenced
S2F6VY	T9VS8I	NA	NA	Masoala	02:00:00_PM	22/1/2020	Masoala	02:00:00_PM	29/1/2020	10080	good	MBC	ERS18893632	sample processed and sequenced
SJAAKL	T9VS8I	NA	NA	Masoala	01:57:00_PM	18/3/2020	Masoala	08:13:00_AM	25/3/2020	9736	good	MBC	ERS18893633	sample processed and sequenced
SJ68YX	T9VS8I	NA	NA	Masoala	07:47:31_AM	15/4/2020	Masoala	01:00:00_PM	22/4/2020	10392	good	MBC	ERS18893634	sample processed and sequenced
ST9VXI	T9VS8I	NA	NA	Masoala	12:05:00_PM	13/5/2020	Masoala	09:57:00_AM	20/5/2020	9952	good	MBC	ERS18893635	sample processed and sequenced
SVUT51	T9VS8I	NA	NA	Masoala	10:00:00_AM	10/6/2020	Masoala	11:00:00_AM	17/6/2020	10140	good	MBC	ERS18893636	sample processed and sequenced
SG9WEN	T9VS8I	NA	NA	Masoala	01:00:00_PM	8/7/2020	Masoala	11:00:00_AM	15/7/2020	9960	good	MBC	ERS18893637	sample processed and sequenced
