	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_sequencing	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA	RC	Mreads	>=Q30
P27361_1291	FL060_H201488	SM9QDV	H201488	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C1	3000491415.0	C1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376726	ERX12248018	ERR12875582	2.13	83.03	
P27361_1292	FL060_H201500	SGPTK1	H201500	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D1	3000491415.0	D1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376615	ERX12248019	ERR12875583	0.95	81.99	
P27361_1293	FL060_H201512	S6L2BB	H201512	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E1	3000491415.0	E1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376467	ERX12248020	ERR12875584	3.01	82.13	
P27361_1294	FL060_H201524		H201524	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL060	F1	3000491415.0	F1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376992	ERX12248021	ERR12875585	0.0	80.77	
P27361_1295	FL060_H201536	STHPQ2	H201536	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G1	3000491415.0	G1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376828	ERX12248022	ERR12875586	1.58	81.97	
P27361_1296	FL060_H201548	SDRPGU	H201548	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H1	3000491415.0	H1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376566	ERX12248023	ERR12875587	2.03	83.35	
P27361_1297	FL060_H201465	SKFWX9	H201465	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A2	3000491415.0	A2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376694	ERX12248024	ERR12875588	0.18	82.23	
P27361_1298	FL060_H201477	SEATGI	H201477	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B2	3000491415.0	B2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376572	ERX12248025	ERR12875589	3.06	82.99	
P27361_1299	FL060_H201489	SFMPXE	H201489	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C2	3000491415.0	C2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376595	ERX12248026	ERR12875590	1.06	81.85	
P27361_1300	FL060_H201501	SVISGM	H201501	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D2	3000491415.0	D2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376864	ERX12248027	ERR12875591	0.04	82.27	
P27361_1301	FL060_H201513	SEH3W9	H201513	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E2	3000491415.0	E2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376577	ERX12248028	ERR12875592	2.3	81.85	
P27361_1302	FL060_H201525		H201525	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL060	F2	3000491415.0	F2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377059	ERX12248029	ERR12875593	1.95	83.77	
P27361_1303	FL060_H201537	SWVEEP	H201537	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G2	3000491415.0	G2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376891	ERX12248030	ERR12875594	0.61	82.52	
P27361_1304	FL060_H201549	SVVFIL	H201549	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H2	3000491415.0	H2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376871	ERX12248031	ERR12875595	1.82	84.63	
P27361_1305	FL060_H201466	SU8AA8	H201466	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A3	3000491415.0	A3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376843	ERX12248032	ERR12875596	0.07	82.69	
P27361_1306	FL060_H201478	S7L1GK	H201478	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B3	3000491415.0	B3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376478	ERX12248033	ERR12875597	1.37	83.3	
P27361_1308	FL060_H201502	SRW5XG	H201502	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D3	3000491415.0	D3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376804	ERX12248034	ERR12875598	3.44	83.12	
P27361_1309	FL060_H201514	SYYLVH	H201514	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E3	3000491415.0	E3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376924	ERX12248035	ERR12875599	2.3	82.32	
P27361_1310	FL060_H201526	SYY3ZS	H201526	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F3	3000491415.0	F3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376923	ERX12248036	ERR12875600	2.74	83.02	
P27361_1311	FL060_H201538	SQ92F1	H201538	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G3	3000491415.0	G3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376780	ERX12248037	ERR12875601	2.66	81.82	
P27361_1312	FL060_H201550	SIKWEG	H201550	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H3	3000491415.0	H3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376657	ERX12248038	ERR12875602	0.91	82.85	
P27361_1313	FL060_H201467	SMBLPJ	H201467	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A4	3000491415.0	A4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376727	ERX12248039	ERR12875603	1.15	82.62	
P27361_1314	FL060_H201479	SNBVL5	H201479	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B4	3000491415.0	B4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376756	ERX12248040	ERR12875604	0.04	82.83	
P27361_1315	FL060_H201491	SMEWYZ	H201491	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C4	3000491415.0	C4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376732	ERX12248041	ERR12875605	1.58	82.23	
P27361_1316	FL060_H201503	S9PS85	H201503	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D4	3000491415.0	D4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376499	ERX12248042	ERR12875606	0.04	82.62	
P27361_1317	FL060_H201515	STZUMX	H201515	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E4	3000491415.0	E4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376837	ERX12248043	ERR12875607	0.29	81.83	
P27361_1318	FL060_H201527	SB1AAG	H201527	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F4	3000491415.0	F4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376524	ERX12248044	ERR12875608	1.7	82.99	
P27361_1319	FL060_H201539	SMMJ6H	H201539	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G4	3000491415.0	G4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376739	ERX12248045	ERR12875609	0.08	82.69	
P27361_1320	FL060_H201551	SHJ9LF	H201551	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H4	3000491415.0	H4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376637	ERX12248046	ERR12875610	0.03	82.14	
P27361_1321	FL060_H201468	SUAFZJ	H201468	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A5	3000491415.0	A5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376845	ERX12248047	ERR12875611	1.12	82.41	
P27361_1322	FL060_H201480	SMFQ1E	H201480	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B5	3000491415.0	B5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376733	ERX12248048	ERR12875612	0.16	79.13	
P27361_1323	FL060_H201492	SQGVGQ	H201492	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C5	3000491415.0	C5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376787	ERX12248049	ERR12875613	2.94	83.02	
P27361_1324	FL060_H201504	SL1GLJ	H201504	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D5	3000491415.0	D5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376706	ERX12248050	ERR12875614	0.01	82.51	
P27361_1325	FL060_H201516	SGRB25	H201516	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E5	3000491415.0	E5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376617	ERX12248051	ERR12875615	1.99	82.54	
P27361_1326	FL060_H201528	S29H5N	H201528	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F5	3000491415.0	F5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376428	ERX12248052	ERR12875616	0.06	83.29	
P27361_1327	FL060_H201540	SFSKJA	H201540	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G5	3000491415.0	G5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376599	ERX12248053	ERR12875617	2.05	82.89	
P27361_1328	FL060_H201552	SBHMBG	H201552	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H5	3000491415.0	H5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376530	ERX12248054	ERR12875618	0.16	83.4	
P27361_1329	FL060_H201469	SJH2XV	H201469	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A6	3000491415.0	A6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376673	ERX12248055	ERR12875619	2.17	83.02	
P27361_1330	FL060_H201481	S4RQ5G	H201481	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B6	3000491415.0	B6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376452	ERX12248056	ERR12875620	3.49	83.5	
P27361_1331	FL060_H201493	SGWN5K	H201493	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C6	3000491415.0	C6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376622	ERX12248057	ERR12875621	2.18	83.26	
P27361_1332	FL060_H201505	SXVBX4	H201505	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D6	3000491415.0	D6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376910	ERX12248058	ERR12875622	1.76	82.28	
P27361_1333	FL060_H201517	SHEKSP	H201517	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E6	3000491415.0	E6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376633	ERX12248059	ERR12875623	1.37	82.96	
P27361_1334	FL060_H201529	SGCPMQ	H201529	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F6	3000491415.0	F6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376612	ERX12248060	ERR12875624	1.32	81.81	
P27361_1335	FL060_H201541	SEJW55	H201541	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G6	3000491415.0	G6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376579	ERX12248061	ERR12875625	1.56	82.82	
P27361_1336	FL060_H201553	S4FBWQ	H201553	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H6	3000491415.0	H6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376449	ERX12248062	ERR12875626	1.15	82.38	
P27361_1337	FL060_H201470	SH3LIM	H201470	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A7	3000491415.0	A7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376629	ERX12248063	ERR12875627	0.02	83.0	
P27361_1339	FL060_H201494	SUXP3L	H201494	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C7	3000491415.0	C7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376854	ERX12248065	ERR12875629	0.08	82.25	
P27361_1340	FL060_H201506	SB9EZM	H201506	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D7	3000491415.0	D7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376528	ERX12248066	ERR12875630	0.1	81.57	
P27361_1341	FL060_H201518	S1XI8B	H201518	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E7	3000491415.0	E7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376423	ERX12248067	ERR12875631	2.17	82.38	
P27361_1342	FL060_H201530	SMZNLS	H201530	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F7	3000491415.0	F7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376751	ERX12248068	ERR12875632	1.77	82.72	
P27361_1343	FL060_H201542	SPKFRK	H201542	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G7	3000491415.0	G7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376772	ERX12248069	ERR12875633	0.04	83.76	
P27361_1344	FL060_H201554	SQBBI5	H201554	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H7	3000491415.0	H7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376783	ERX12248070	ERR12875634	1.88	82.85	
P27361_1345	FL060_H201471	SSZQ5B	H201471	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A8	3000491415.0	A8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376824	ERX12248071	ERR12875635	0.12	82.68	
P27361_1346	FL060_H201483		H201483	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL060	B8	3000491415.0	B8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377058	ERX12248072	ERR12875636	0.35	83.44	
P27361_1347	FL060_H201495	S2JRP5	H201495	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C8	3000491415.0	C8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376430	ERX12248073	ERR12875637	1.14	83.1	
P27361_1348	FL060_H201507	SRCWF9	H201507	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D8	3000491415.0	D8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376796	ERX12248074	ERR12875638	1.16	82.29	
P27361_1349	FL060_H201519	SQ9QRP	H201519	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E8	3000491415.0	E8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376781	ERX12248075	ERR12875639	0.97	82.35	
P27361_1350	FL060_H201531	SZZLXP	H201531	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F8	3000491415.0	F8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376935	ERX12248076	ERR12875640	0.05	82.35	
P27361_1351	FL060_H201543	SJR3D6	H201543	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G8	3000491415.0	G8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376681	ERX12248077	ERR12875641	0.0	83.13	
P27361_1352	FL060_H201555	SNYVHG	H201555	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	H8	3000491415.0	H8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376766	ERX12248078	ERR12875642	0.68	81.3	
P27361_1353	FL060_H201472	SSXSSN	H201472	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A9	3000491415.0	A9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376822	ERX12248079	ERR12875643	3.74	83.29	
P27361_1354	FL060_H201484	SV86CX	H201484	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B9	3000491415.0	B9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376858	ERX12248080	ERR12875644	2.4	82.33	
P27361_1355	FL060_H201496	SXI2Q6	H201496	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C9	3000491415.0	C9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376902	ERX12248081	ERR12875645	0.14	82.4	
P27361_1356	FL060_H201508	STALNJ	H201508	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D9	3000491415.0	D9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376826	ERX12248082	ERR12875646	0.07	82.55	
P27361_1357	FL060_H201520	SDPEKV	H201520	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E9	3000491415.0	E9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376565	ERX12248083	ERR12875647	1.04	83.68	
P27361_1358	FL060_H201532	SGRPGL	H201532	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F9	3000491415.0	F9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376619	ERX12248084	ERR12875648	2.91	82.68	
P27361_1359	FL060_H201544	SASCML	H201544	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G9	3000491415.0	G9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376518	ERX12248085	ERR12875649	1.02	83.56	
P27361_1360	FL060_neg		FL060_neg	CO1_lysate_2019_MG	extraction_neg	Madagascar	False	False		FL060		3000491415.0		batch16	P27361	sequencing successfull	PRJEB61109	ERS16377017	ERX12248086	ERR12875650	0.0	79.47	
P27361_1361	FL060_H201473	SWFCF1	H201473	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A10	3000491415.0	A10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376881	ERX12248087	ERR12875651	0.72	82.89	
P27361_1362	FL060_H201485	SBTIQ1	H201485	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B10	3000491415.0	B10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376538	ERX12248088	ERR12875652	0.04	82.68	
P27361_1363	FL060_H201497	SPWNIM	H201497	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C10	3000491415.0	C10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376775	ERX12248089	ERR12875653	0.02	83.64	
P27361_1364	FL060_H201509	SGLAFS	H201509	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D10	3000491415.0	D10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376613	ERX12248090	ERR12875654	0.73	84.66	
P27361_1365	FL060_H201521	SCWM8J	H201521	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E10	3000491415.0	E10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376552	ERX12248091	ERR12875655	0.05	82.64	
P27361_1366	FL060_H201533	SKVVMN	H201533	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F10	3000491415.0	F10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376700	ERX12248092	ERR12875656	0.0	82.76	
P27361_1367	FL060_H201545	SEV35N	H201545	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G10	3000491415.0	G10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376584	ERX12248093	ERR12875657	0.04	82.72	
P27361_1368	FL060_pos		FL060_pos	CO1_lysate_2019_MG	positive_control	Madagascar	False	False		FL060		3000491415.0		batch16	P27361	sequencing successfull	PRJEB61109	ERS16377131	ERX12248094	ERR12875658	2.15	82.84	
P27361_1369	FL060_H201474	SSMPQF	H201474	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A11	3000491415.0	A11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376813	ERX12248095	ERR12875659	1.95	82.96	
P27361_1370	FL060_H201486	SKRRMP	H201486	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B11	3000491415.0	B11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376697	ERX12248096	ERR12875660	0.89	81.32	
P27361_1371	FL060_H201498	SIWHQT	H201498	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C11	3000491415.0	C11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376663	ERX12248097	ERR12875661	0.12	83.07	
P27361_1372	FL060_H201510	SP8J2D	H201510	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D11	3000491415.0	D11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376768	ERX12248098	ERR12875662	1.94	83.46	
P27361_1373	FL060_H201522	SG2FJL	H201522	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E11	3000491415.0	E11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376605	ERX12248099	ERR12875663	2.26	82.5	
P27361_1374	FL060_H201534	SKQBVP	H201534	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F11	3000491415.0	F11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376696	ERX12248100	ERR12875664	1.24	83.07	
P27361_1375	FL060_H201546	SPII5Q	H201546	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G11	3000491415.0	G11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376770	ERX12248101	ERR12875665	0.33	82.73	
P27361_1376	FL060_Neg_PCR		FL060_Neg_PCR	CO1_lysate_2019_MG	pcr_neg	Madagascar	False	False		FL060				batch16	P27361	sequencing successfull	PRJEB61109	ERS16377104	ERX12248102	ERR12875666	0.01	81.2	
P27361_1377	FL060_H201475	SVNKTB	H201475	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	A12	3000491415.0	A12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376867	ERX12248103	ERR12875667	1.27	83.84	
P27361_1378	FL060_H201487	SSFFYE	H201487	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	B12	3000491415.0	B12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376811	ERX12248104	ERR12875668	0.91	82.2	
P27361_1379	FL060_H201499	SDNXWH	H201499	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	C12	3000491415.0	C12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376564	ERX12248105	ERR12875669	1.54	82.24	
P27361_1380	FL060_H201511	SKZTUX	H201511	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	D12	3000491415.0	D12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376705	ERX12248106	ERR12875670	0.11	81.09	
P27361_1381	FL060_H201523	STZNH8	H201523	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	E12	3000491415.0	E12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376836	ERX12248107	ERR12875671	1.76	82.33	
P27361_1382	FL060_H201535	SZMBJK	H201535	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	F12	3000491415.0	F12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376929	ERX12248108	ERR12875672	0.01	83.4	
P27361_1383	FL060_H201547	SSZ9XG	H201547	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL060	G12	3000491415.0	G12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376823	ERX12248109	ERR12875673	1.38	83.09	
P30904_2642	FL089_L107367		L107367	CO1_litter_2019_MG	buffer_blank	Madagascar	False	False		FL089	B9	3000491384.0	B9	batch19	P30904	sequencing successfull	PRJEB61109	ERS19011701	ERX12317008	ERR12944667	0.15	85.03	
P30904_2590	FL089_L107408		L107408	CO1_litter_2019_MG	buffer_blank	Madagascar	False	False		FL089	F2	3000491384.0	F2	batch19	P30904	sequencing successfull	PRJEB61109	ERS19011702	ERX12317009	ERR12944668	0.04	83.83	
P30904_2753	FL090_L107449		L107449	CO1_litter_2019_MG	buffer_blank	Madagascar	False	False		FL090	A11	3000491386.0	A11	batch19	P30904	sequencing successfull	PRJEB61109	ERS19011703	ERX12317010	ERR12944669	0.14	84.76	
P30904_2701	FL090_L107491		L107491	CO1_litter_2019_MG	buffer_blank	Madagascar	False	False		FL090	E4	3000491386.0	E4	batch19	P30904	sequencing successfull	PRJEB61109	ERS19011704	ERX12317011	ERR12944670	0.04	79.64	
P30904_2769	FL091_L107532		L107532	CO1_litter_2019_MG	buffer_blank	Madagascar	False	False		FL091	A1	3000491385.0	A1	batch19	P30904	sequencing successfull	PRJEB61109	ERS19011705	ERX12317012	ERR12944671	0.05	82.78	
P30904_2780	FL091_L107543		L107543	CO1_litter_2019_MG	buffer_blank	Madagascar	False	False		FL091	D2	3000491385.0	D2	batch19	P30904	sequencing successfull	PRJEB61109	ERS19011706	ERX12317013	ERR12944672	0.06	82.52	
P30904_2781	FL091_Neg_purification		FL091_Neg_purification	CO1_litter_2019_MG	extraction_neg	Madagascar	False	False						batch19	P30904	sequencing successfull	PRJEB61109	ERS19011707	ERX12317014	ERR12944673	0.06	84.56	
P30904_2744	FL090_Neg_purification		FL090_Neg_purification	CO1_litter_2019_MG	extraction_neg	Madagascar	False	False						batch19	P30904	sequencing successfull	PRJEB61109	ERS19011708	ERX12317015	ERR12944674	0.03	83.56	
