sampleID_FIELD	trapID	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	sample_ethanol_conc	processing_group	sample_accession_ENA	sample_status
SPZRRD	T1TL12	10.9354	Annika_Hed	1:46:49_PM	1/6/2019	Annika_Hed	11:07:00_AM	9/6/2019	11360	good	93.2	Lysis_first	ERS16369149	sample processed and sequenced
S5WL6E	T2YFPK	10.1464	Karl_Gunnar Rosander	3:38:48_PM	12/7/2019	Karl_Gunnar Rosander	5:15:29_PM	21/7/2019	13057	good	93.5	Lysis_first	ERS16369150	sample processed and sequenced
SDRLPR	T8EUCF	12.6024	Fredric_Svensson	5:05:36_PM	2/6/2019	Fredric_Svensson	2:16:40_PM	9/6/2019	9911	good	92.9	Lysis_first	ERS16369151	sample processed and sequenced
SCFCF9	TMSD51	3.0824	Annika_Hed	11:30:46_AM	13/4/2019	Annika_Hed	9:13:56_AM	19/4/2019	8503	good	94.2	Lysis_first	ERS16369152	sample processed and sequenced
S353JT	TGX4C7	9.7874	Baatel_Enekvist	9:35:14_AM	29/6/2019	Baatel_Enekvist	9:43:29_AM	6/7/2019	10088	poor	91	Lysis_first	ERS16369153	sample processed and sequenced
SYXT8P	TL3KCT	1.8094	Karl_Gunnar Rosander	3:52:32_PM	22/9/2019	Karl_Gunnar Rosander	4:20:56_PM	27/9/2019	7228	good	94.6	Lysis_first	ERS16369154	sample processed and sequenced
SK58BI	TYUAHW	10.8964	Amanda_Brising	10:59:02_AM	30/6/2019	Amanda_Brising	11:25:52_AM	6/7/2019	8667	acceptable	93.4	Lysis_first	ERS16369155	sample processed and sequenced
SPYC4D	TL3KCT	9.9344	Karl_Gunnar Rosander	4:38:03_PM	4/8/2019	Karl_Gunnar Rosander	4:13:39_PM	10/8/2019	8616	good	93.3	Lysis_first	ERS16369156	sample processed and sequenced
SCMXYX	T9DY9N	10.1224	Karl_Gunnar Rosander	3:40:01_PM	6/9/2019	Karl_Gunnar Rosander	2:27:45_PM	15/9/2019	12888	good	91.7	Lysis_first	ERS16369157	sample processed and sequenced
SLKN9Z	TJZEUI	7.0154	Baatel_Enekvist	9:18:58_AM	6/7/2019	Baatel_Enekvist	9:17:48_AM	13/7/2019	10079	good	94.1	Lysis_first	ERS16369158	sample processed and sequenced
SCXK9P	TSDGQK	2.7554	Annika_Hed	9:31:58_AM	19/4/2019	Annika_Hed	4:48:52_PM	26/4/2019	10517	good	93.4	Lysis_first	ERS16369159	sample processed and sequenced
SR3UST	T2KQJZ	7.8964	Baatel_Enekvist	8:44:57_AM	29/6/2019	Baatel_Enekvist	8:51:19_AM	6/7/2019	10086	good	93.2	Lysis_first	ERS16369160	sample processed and sequenced
SXQRYE	TZRRMG	3.5634	Jimmy_Skord	4:34:05_PM	3/8/2019	Jimmy_Skord	9:45:00_AM	10/8/2019	9671	good	94.4	Lysis_first	ERS16369161	sample processed and sequenced
SYH3N4	TYBVXB	16.8404	Amanda_Brising	10:05:31_AM	27/7/2019	Amanda_Brising	8:33:19_AM	3/8/2019	9988	good	92.2	Lysis_first	ERS16369162	sample processed and sequenced
S4ACCA	TMSD51	8.7774	Annika_Hed	2:27:42_PM	1/6/2019	Annika_Hed	11:46:00_AM	9/6/2019	11358	good	93.5	Lysis_first	ERS16369163	sample processed and sequenced
SYKZ58	TC6XPC	2.6864	Jimmy_Skord	11:30:00_AM	15/6/2019	Jimmy_Skord	2:11:39_PM	21/6/2019	8802	good	94.5	Lysis_first	ERS16369164	sample processed and sequenced
SDAKR5	TGX4C7	10.7434	Baatel_Enekvist	1:03:28_PM	8/6/2019	Baatel_Enekvist	1:00:00_PM	15/6/2019	10077	good	92.8	Lysis_first	ERS16369165	sample processed and sequenced
SQWVGV	TWFXXZ	5.2964	Annika_Hed	2:17:09_PM	1/6/2019	Annika_Hed	11:35:13_AM	9/6/2019	11358	good	93.9	Lysis_first	ERS16369166	sample processed and sequenced
SP489H	TUQ4KK	4.0664	Tommy_Johansson	4:26:12_PM	29/6/2019	Tommy_Johansson	4:48:14_PM	6/7/2019	10102	good	94	Lysis_first	ERS16369167	sample processed and sequenced
SUTTGF	TZRRMG	4.4004	Jimmy_Skord	12:23:21_PM	27/7/2019	Jimmy_Skord	4:33:25_PM	3/8/2019	10330	good	94.2	Lysis_first	ERS16369168	sample processed and sequenced
S41CZI	T9DY9N	18.2714	Karl_Gunnar Rosander	2:15:04_PM	23/8/2019	Karl_Gunnar Rosander	4:01:46_PM	30/8/2019	10187	good	92.4	Lysis_first	ERS16369169	sample processed and sequenced
SUYJFS	TV5KPB	9.0024	Karl_Gunnar Rosander	3:45:58_PM	4/8/2019	Karl_Gunnar Rosander	3:26:31_PM	10/8/2019	8621	good	93.2	Lysis_first	ERS16369170	sample processed and sequenced
SH6NVX	TDCIPI	2.3774	Jimmy_Skord	1:12:43_PM	18/5/2019	Jimmy_Skord	3:03:16_PM	25/5/2019	10191	good	94.8	Lysis_first	ERS16369171	sample processed and sequenced
SJPGIL	TGX4C7	12.7224	Baatel_Enekvist	1:00:10_PM	15/6/2019	Baatel_Enekvist	1:12:58_PM	22/6/2019	10093	good	92.6	Lysis_first	ERS16369172	sample processed and sequenced
SESIEN	TYDUPV	5.0544	Ulrika_Ljung	7:31:16_AM	20/4/2019	Ulrika_Ljung	7:08:29_PM	26/4/2019	9337	good	94.5	Lysis_first	ERS16369173	sample processed and sequenced
SCYI3M	TZQFGP	3.2864	Anett_Wass	1:39:07_PM	17/8/2019	Anett_Wass	2:57:15_PM	24/8/2019	10158	good	94.5	Lysis_last	ERS16369174	sample processed and sequenced
SCPBEC	TQNH2B	2.2874	Lennart_Fahlen	9:09:11_AM	22/6/2019	Lennart_Fahlen	8:47:04_AM	29/6/2019	10058	good	94.9	Lysis_last	ERS16369175	sample processed and sequenced
SCYMEF	TSEQHD	3.2504	Irene_Persson	7:46:20_AM	14/9/2019	Irene_Persson	10:26:19_AM	22/9/2019	11680	good	89	Lysis_last	ERS16369176	sample processed and sequenced
SCFWXM	TT79BQ	7.864	Luke_Desborough	7:06:24_AM	13/7/2019	Anneli_Johansson	8:35:27_AM	20/7/2019	10169	good	91.7	Lysis_first	ERS16369177	sample processed and sequenced
SPFYLK	TT79BQ	2.668	Luke_Desborough	3:35:23_PM	10/8/2019	Luke_Desborough	8:01:06_PM	17/8/2019	10346	acceptable	91.9	Lysis_first	ERS16369178	sample processed and sequenced
SMHWRF	TRNGSD	4.519	Haldor_Lorimer-Olsson	9:13:00_AM	3/8/2019	Haldor_Lorimer-Olsson	10:22:00_AM	10/8/2019	10149	acceptable	92.8	Lysis_first	ERS16369179	sample processed and sequenced
SQNKHQ	TR24WG	4.877	Marie_Gunnarsson	8:54:57_AM	27/9/2019	Marie_Gunnarsson	11:42:25_AM	26/10/2019	41927	good	92.9	Lysis_first	ERS16369180	sample processed and sequenced
S2HPLH	TR24WG	5.557	Marie_Gunnarsson	7:53:56_AM	27/7/2019	Marie_Gunnarsson	3:43:11_PM	2/8/2019	9109	good	94	Lysis_first	ERS16369181	sample processed and sequenced
SAGD6U	T3NLMJ	2.9544	Karl_Gunnar Rosander	2:47:02_PM	15/9/2019	Karl_Gunnar Rosander	3:15:36_PM	22/9/2019	10109	acceptable	93.7	Lysis_last	ERS16369182	sample processed and sequenced
SMT9K1	TUDGN3	1.6234	Karl_Gunnar Rosander	3:09:20_PM	15/9/2019	Karl_Gunnar Rosander	3:32:29_PM	22/9/2019	10103	good	94.9	Lysis_last	ERS16369183	sample processed and sequenced
SRDF5T	TXGZUY	1.2264	Lena_Nilsson	3:29:35_PM	15/9/2019	Lena_Nilsson	4:45:58_PM	22/9/2019	10156	good	94.9	Lysis_last	ERS16369184	sample processed and sequenced
SI8V42	TAI56Z	5.803	Irene_Persson	8:35:32_AM	20/7/2019	Irene_Persson	10:11:41_AM	27/7/2019	10176	good	94.2	Lysis_last	ERS16369185	sample processed and sequenced
SLQSDX	TGATIM	1.713	Haldor_Lorimer-Olsson	10:07:00_AM	10/8/2019	Thomas_Stalhandske	10:10:00_AM	17/8/2019	10083	acceptable	93.1	Lysis_first	ERS16369186	sample processed and sequenced
SRQJ3S	TSJUPI	1.499	Haldor_Lorimer-Olsson	9:29:00_AM	3/8/2019	Haldor_Lorimer-Olsson	10:44:00_AM	10/8/2019	10155	acceptable	93.1	Lysis_first	ERS16369187	sample processed and sequenced
SYMMUG	TR24WG	10.21	Marie_Gunnarsson	5:34:51_PM	31/5/2019	Marie_Gunnarsson	5:40:33_PM	8/6/2019	11526	acceptable	93.6	Lysis_first	ERS16369188	sample processed and sequenced
SVV862	TR24WG	6.685	Marie_Gunnarsson	5:40:50_PM	8/6/2019	Marie_Gunnarsson	5:36:49_PM	15/6/2019	10076	good	94.1	Lysis_first	ERS16369189	sample processed and sequenced
SRL8JT	TKCEJN	5.0824	Irene_Persson	8:41:32_AM	20/7/2019	Irene_Persson	10:30:56_AM	27/7/2019	10189	good	94.5	Lysis_last	ERS16369190	sample processed and sequenced
SWKRGL	TQNH2B	1.9514	Lennart_Fahlen	8:13:09_AM	14/9/2019	Lennart_Fahlen	8:14:59_AM	21/9/2019	10082	good	94.9	Lysis_last	ERS16369191	sample processed and sequenced
SR76UN	TF3STP	1.1244	Irene_Persson	8:22:05_AM	14/9/2019	Irene_Persson	11:03:10_AM	22/9/2019	11681	good	94.9	Lysis_last	ERS16369192	sample processed and sequenced
SAWMYU	TAI56Z	6.15	Irene_Persson	9:42:25_AM	22/6/2019	Irene_Persson	8:50:12_AM	30/6/2019	11468	good	94	Lysis_last	ERS16369193	sample processed and sequenced
SJZQSK	TSJUPI	0.886	Thomas_Stalhandske	12:37:00_PM	24/8/2019	Thomas_Stalhandske	4:00:00_PM	30/8/2019	8843	good	89	Lysis_first	ERS16369194	sample processed and sequenced
S8IECQ	TKCEJN	2.078	Irene_Persson	7:48:38_AM	25/5/2019	Irene_Persson	8:15:17_AM	2/6/2019	11547	good	94.7	Lysis_last	ERS16369195	sample processed and sequenced
SND5SN	TBLZ38	10.898	John_Halvarsson	10:05:08_AM	7/7/2019	John_Halvarsson	9:07:45_AM	13/7/2019	8583	good	92.8	Lysis_first	ERS16369196	sample processed and sequenced
SATENU	TXLZ8M	5.205	Curt_Malting	11:21:28_AM	1/6/2019	Curt_Malting	11:13:36_AM	8/6/2019	10072	good	93.8	Lysis_first	ERS16369197	sample processed and sequenced
SRVFUA	TQNH2B	5.5414	Lennart_Fahlen	8:25:16_AM	20/7/2019	Lennart_Fahlen	7:38:50_AM	27/7/2019	10034	good	94.3	Lysis_last	ERS16369198	sample processed and sequenced
SU5JTC	TKCEJN	1.3404	Irene_Persson	8:00:59_AM	14/9/2019	Irene_Persson	10:40:33_AM	22/9/2019	11680	good	94.7	Lysis_last	ERS16369199	sample processed and sequenced
S7WLQR	T7ZDZJ	0.7334	Niclas_Wahlgren	12:45:17_PM	13/9/2019	Niclas_Wahlgren	7:40:48_AM	20/9/2019	9776	good	95	Lysis_last	ERS16369200	sample processed and sequenced
SGZUHD	TUQ4KK	4.211	Tommy_Johansson	12:35:06_PM	17/8/2019	Tommy_Johansson	1:11:49_PM	24/8/2019	10117	good	94.3	Lysis_last	ERS16369201	sample processed and sequenced
SZ4VHK	TRNGSD	3.458	Thomas_Stalhandske	12:18:00_PM	24/8/2019	Thomas_Stalhandske	3:15:00_PM	30/8/2019	8817	good	92.7	Lysis_first	ERS16369202	sample processed and sequenced
SMWIUC	TAI56Z	1.805	Irene_Persson	7:43:24_AM	25/5/2019	Irene_Persson	8:10:34_AM	2/6/2019	11547	good	94.3	Lysis_last	ERS16369203	sample processed and sequenced
SYI8ZU	TR24WG	8.916	Marie_Gunnarsson	5:29:20_PM	6/7/2019	Marie_Gunnarsson	3:18:02_PM	13/7/2019	9949	good	93.6	Lysis_first	ERS16369204	sample processed and sequenced
SAS4YR	TT79BQ	3.919	Luke_Desborough	9:25:03_PM	15/6/2019	Luke_Desborough	8:35:33_PM	22/6/2019	10030	good	93.4	Lysis_first	ERS16369205	sample processed and sequenced
SHDELQ	T7ZDZJ	3.7054	Niclas_Wahlgren	10:23:51_AM	22/6/2019	Niclas_Wahlgren	8:52:05_AM	29/6/2019	9988	good	94.5	Lysis_last	ERS16369206	sample processed and sequenced
S3MQES	TF3STP	3.9334	Irene_Persson	9:04:18_AM	20/7/2019	Irene_Persson	10:56:09_AM	27/7/2019	10192	good	94.4	Lysis_last	ERS16369207	sample processed and sequenced
SPEGD7	T7ZDZJ	1.4884	Niclas_Wahlgren	1:13:20_PM	24/5/2019	Niclas_Wahlgren	10:36:26_AM	1/6/2019	11363	good	95.1	Lysis_last	ERS16369208	sample processed and sequenced
S8B4CN	TT79BQ	3.223	Luke_Desborough	8:01:44_PM	4/8/2019	Luke_Desborough	3:34:52_PM	10/8/2019	8373	good	93.9	Lysis_first	ERS16369209	sample processed and sequenced
SJBKHD	T9MYFJ	2.047	Haldor_Lorimer-Olsson	9:55:00_AM	10/8/2019	Thomas_Stalhandske	9:51:00_AM	17/8/2019	10076	acceptable	92	Lysis_first	ERS16369210	sample processed and sequenced
SUXVVU	TEVVLD	4.215	Irene_Persson	7:39:04_AM	25/5/2019	Irene_Persson	8:05:06_AM	2/6/2019	11546	good	92.4	Lysis_last	ERS16369211	sample processed and sequenced
SLECKE	TBLZ38	6.471	Marie_Gunnarsson	12:20:22_PM	29/6/2019	John_Halvarsson	10:04:50_AM	7/7/2019	11384	good	92.6	Lysis_first	ERS16369212	sample processed and sequenced
SPPIMT	TBLZ38	1.94	John_Halvarsson	4:46:01_PM	3/8/2019	Marie_Gunnarsson	10:48:59_AM	9/8/2019	8283	good	94.2	Lysis_first	ERS16369213	sample processed and sequenced
S7UBQI	TV5KPB	2.7044	Karl_Gunnar Rosander	4:31:07_PM	15/9/2019	Karl_Gunnar Rosander	4:24:22_PM	22/9/2019	10073	good	94.5	Lysis_last	ERS16369214	sample processed and sequenced
SIKI4N	TKCEJN	2.2724	Irene_Persson	9:46:27_AM	18/8/2019	Irene_Persson	6:59:32_AM	25/8/2019	9913	good	94.8	Lysis_last	ERS16369215	sample processed and sequenced
S3XDTU	TRNGSD	5.073	Haldor_Lorimer-Olsson	10:22:00_AM	10/8/2019	Thomas_Stalhandske	10:21:00_AM	17/8/2019	10079	good	92.1	Lysis_first	ERS16369216	sample processed and sequenced
S9SSLS	TT79BQ	0.99	Luke_Desborough	11:00:00_AM	6/10/2019	Luke_Desborough	2:33:17_PM	24/11/2019	70773	poor	61.4	Lysis_first	ERS16369217	sample processed and sequenced
SGICL2	TT79BQ	1.715	Luke_Desborough	10:39:52_AM	25/8/2019	Luke_Desborough	4:59:44_PM	31/8/2019	9020	acceptable	92.7	Lysis_first	ERS16369218	sample processed and sequenced
SWMHVR	TT79BQ	5.881	Luke_Desborough	8:42:27_PM	28/7/2019	Luke_Desborough	8:01:30_PM	4/8/2019	10039	acceptable	93	Lysis_first	ERS16369219	sample processed and sequenced
SV4NDM	TBLZ38	2.267	John_Halvarsson	11:17:12_AM	21/9/2019	John_Halvarsson	11:28:25_AM	29/9/2019	11531	good	94	Lysis_first	ERS16369220	sample processed and sequenced
SGGLX7	T7ZDZJ	3.1354	Niclas_Wahlgren	9:34:25_AM	20/7/2019	Niclas_Wahlgren	9:08:34_AM	26/7/2019	8614	good	94.7	Lysis_last	ERS16369221	sample processed and sequenced
SSY7BM	TKCEJN	5.8664	Irene_Persson	9:48:10_AM	22/6/2019	Irene_Persson	8:56:41_AM	30/6/2019	11469	good	94.2	Lysis_last	ERS16369222	sample processed and sequenced
ST8ZXL	TSEQHD	9.935	Irene_Persson	7:35:28_AM	25/5/2019	Irene_Persson	8:02:42_AM	2/6/2019	11547	good	91.1	Lysis_last	ERS16369223	sample processed and sequenced
SE1ZRY	T2YFPK	5.091	Karl_Gunnar Rosander	3:54:29_PM	17/8/2019	Karl_Gunnar Rosander	3:39:09_PM	23/8/2019	8625	good	94.3	Lysis_last	ERS16369224	sample processed and sequenced
SKRWLB	T2LIWT	1.088	Thomas_Stalhandske	12:53:00_PM	24/8/2019	Thomas_Stalhandske	4:26:00_PM	30/8/2019	8853	good	81.5	Lysis_first	ERS16369225	sample processed and sequenced
S8AHS2	TUQ4KK	1.219	Tommy_Johansson	3:57:33_PM	14/9/2019	Tommy_Johansson	4:49:12_PM	21/9/2019	10132	good	95	Lysis_last	ERS16369226	sample processed and sequenced
S2EIUU	TT79BQ	8.31	Luke_Desborough	7:57:36_PM	6/7/2019	Luke_Desborough	7:06:13_AM	13/7/2019	9309	good	93	Lysis_first	ERS16369227	sample processed and sequenced
SLKG1W	TR24WG	4.901	Marie_Gunnarsson	3:08:10_PM	29/6/2019	Marie_Gunnarsson	5:29:02_PM	6/7/2019	10221	good	94	Lysis_first	ERS16369228	sample processed and sequenced
STW1HM	T7ZDZJ	3.9674	Niclas_Wahlgren	2:16:15_PM	16/8/2019	Niclas_Wahlgren	1:01:35_PM	23/8/2019	10005	good	94.6	Lysis_last	ERS16369229	sample processed and sequenced
SCPEEQ	TXGZUY	4.3794	Lena_Nilsson	4:11:48_PM	20/7/2019	Lena_Nilsson	12:37:18_PM	27/7/2019	9866	good	94.2	Lysis_last	ERS16369230	sample processed and sequenced
SGT4PR	TEVVLD	13.319	Irene_Persson	8:30:24_AM	20/7/2019	Irene_Persson	10:05:24_AM	27/7/2019	10175	good	93	Lysis_last	ERS16369231	sample processed and sequenced
SBZBE8	T9MYFJ	5.287	Johan_Martinelli	9:22:00_AM	13/7/2019	Johan_Martinelli	9:22:00_AM	20/7/2019	10080	good	93.6	Lysis_first	ERS16369232	sample processed and sequenced
SECNXW	T9MYFJ	0.697	Haldor_Lorimer-Olsson	8:55:00_AM	3/8/2019	Haldor_Lorimer-Olsson	9:55:00_AM	10/8/2019	10140	acceptable	93.3	Lysis_first	ERS16369233	sample processed and sequenced
SHPSAH	TAI56Z	3.688	Irene_Persson	7:55:25_AM	14/9/2019	Irene_Persson	10:35:10_AM	22/9/2019	11680	good	94.6	Lysis_last	ERS16369234	sample processed and sequenced
SNQRAP	TXLZ8M	7.651	Curt_Malting	11:22:23_AM	6/7/2019	Curt_Malting	11:42:18_AM	13/7/2019	10100	good	93.7	Lysis_first	ERS16369235	sample processed and sequenced
SRID1R	TBLZ38	3.045	John_Halvarsson	9:19:31_AM	27/7/2019	John_Halvarsson	4:45:44_PM	3/8/2019	10526	good	93.7	Lysis_first	ERS16369236	sample processed and sequenced
SLSW2P	TRXMCY	10.0984	Jan_Nilsson	3:31:04_PM	13/9/2019	Jan_Nilsson	2:00:23_PM	22/9/2019	12869	acceptable	86	Lysis_last	ERS16369237	sample processed and sequenced
SNYBEM	TF3STP	1.9214	Irene_Persson	10:12:58_AM	18/8/2019	Irene_Persson	7:27:20_AM	25/8/2019	9914	good	94.9	Lysis_last	ERS16369238	sample processed and sequenced
S4W564	TAI56Z	5.657	Irene_Persson	9:38:24_AM	18/8/2019	Irene_Persson	6:53:04_AM	25/8/2019	9915	good	94.2	Lysis_last	ERS16369239	sample processed and sequenced
SXRSHZ	T9MYFJ	6.159	Thomas_Stalhandske	12:00:00_PM	24/8/2019	Thomas_Stalhandske	2:30:00_PM	30/8/2019	8790	good	89.3	Lysis_first	ERS16369240	sample processed and sequenced
SCWK2L	TSJUPI	1.921	Haldor_Lorimer-Olsson	10:44:00_AM	10/8/2019	Thomas_Stalhandske	10:41:00_AM	17/8/2019	10077	good	92.7	Lysis_first	ERS16369241	sample processed and sequenced
SHKE4T	TEVVLD	2.297	Irene_Persson	7:51:31_AM	14/9/2019	Irene_Persson	10:30:43_AM	22/9/2019	11679	good	92	Lysis_last	ERS16369242	sample processed and sequenced
SPZPQF	TXLZ8M	9.123	Curt_Malting	11:48:23_AM	13/7/2019	Curt_Malting	9:02:02_PM	20/7/2019	10634	good	93.3	Lysis_first	ERS16369243	sample processed and sequenced
SQGURS	TZQFGP	1.5914	Anett_Wass	3:40:22_PM	14/9/2019	Anett_Wass	4:46:51_PM	22/9/2019	11586	good	94.8	Lysis_last	ERS16369244	sample processed and sequenced
SVZKBN	TXGZUY	3.5144	Lena_Nilsson	10:35:15_AM	16/8/2019	Lena_Nilsson	5:43:03_PM	25/8/2019	13388	good	94.2	Lysis_last	ERS16369245	sample processed and sequenced
SJEK6N	TEVVLD	8.187	Irene_Persson	9:33:12_AM	18/8/2019	Irene_Persson	6:47:58_AM	25/8/2019	9915	good	93.9	Lysis_last	ERS16369246	sample processed and sequenced
SU8DFN	TE8FGF	4.966	Haldor_Lorimer-Olsson	10:31:00_AM	10/8/2019	Thomas_Stalhandske	10:29:00_AM	17/8/2019	10078	good	92.8	Lysis_first	ERS16369247	sample processed and sequenced
SULZHT	TE8FGF	0.993	Thomas_Stalhandske	12:26:00_PM	24/8/2019	Thomas_Stalhandske	3:30:00_PM	30/8/2019	8824	poor	94.9	Lysis_first	ERS16369248	sample processed and sequenced
SQ4QKY	TT79BQ	0.241	Luke_Desborough	6:21:14_PM	30/9/2019	Luke_Desborough	11:00:00_AM	6/10/2019	8199	good	92	Lysis_first	ERS16369249	sample processed and sequenced
SY64ZC	TBLZ38	10.361	John_Halvarsson	9:08:51_AM	14/6/2019	John_Halvarsson	10:11:05_AM	22/6/2019	11582	good	92.1	Lysis_first	ERS16369250	sample processed and sequenced
SU1F4P	TQNH2B	2.1334	Lennart_Fahlen	10:59:14_AM	17/8/2019	Lennart_Fahlen	8:42:15_AM	24/8/2019	9943	good	94.5	Lysis_last	ERS16369251	sample processed and sequenced
SIHUZK	TF3STP	3.5914	Irene_Persson	8:09:26_AM	25/5/2019	Irene_Persson	8:35:57_AM	2/6/2019	11547	good	94.7	Lysis_last	ERS16369252	sample processed and sequenced
S3PTZ4	TSJUPI	6.405	Johan_Martinelli	11:50:00_AM	6/7/2019	Johan_Martinelli	10:08:00_AM	13/7/2019	9978	good	90	Lysis_first	ERS16369253	sample processed and sequenced
SE5VCJ	T2LIWT	0.765	Haldor_Lorimer-Olsson	11:02:00_AM	10/8/2019	Thomas_Stalhandske	10:56:00_AM	17/8/2019	10074	good	93.8	Lysis_first	ERS16369254	sample processed and sequenced
SYQ8SR	TSJUPI	2.098	Johan_Martinelli	10:08:00_AM	13/7/2019	Johan_Martinelli	10:05:00_AM	20/7/2019	10077	good	94.4	Lysis_first	ERS16369255	sample processed and sequenced
SWSUMB	TXLZ8M	8.139	Curt_Malting	3:56:32_PM	15/6/2019	Curt_Malting	7:29:51_AM	22/6/2019	9573	good	93.7	Lysis_first	ERS16369256	sample processed and sequenced
SWPE4L	T2YFPK	2.9244	Karl_Gunnar Rosander	4:14:49_PM	15/9/2019	Karl_Gunnar Rosander	4:11:34_PM	22/9/2019	10077	good	94.8	Lysis_last	ERS16369257	sample processed and sequenced
SHDDWK	TXGZUY	3.6344	Lena_Nilsson	3:34:02_PM	22/6/2019	Lena_Nilsson	2:50:33_PM	30/6/2019	11477	good	94.4	Lysis_last	ERS16369258	sample processed and sequenced
SZLRRG	TUQ4KK	13.817	Tommy_Johansson	5:42:03_PM	20/7/2019	Tommy_Johansson	4:22:21_PM	27/7/2019	10000	good	92.9	Lysis_last	ERS16369259	sample processed and sequenced
SF8JTA	TGATIM	1.229	Haldor_Lorimer-Olsson	9:02:00_AM	3/8/2019	Haldor_Lorimer-Olsson	10:07:00_AM	10/8/2019	10145	acceptable	94.4	Lysis_first	ERS16369260	sample processed and sequenced
SR48T5	TGATIM	0.779	Thomas_Stalhandske	12:05:00_PM	24/8/2019	Thomas_Stalhandske	2:54:00_PM	30/8/2019	8809	good	77.9	Lysis_first	ERS16369261	sample processed and sequenced
SEHNXH	TR24WG	10.773	Marie_Gunnarsson	3:18:17_PM	13/7/2019	Marie_Gunnarsson	5:20:14_PM	20/7/2019	10202	good	93.6	Lysis_first	ERS16369262	sample processed and sequenced
SQ7R6Z	TBLZ38	9.171	John_Halvarsson	9:08:08_AM	13/7/2019	John_Halvarsson	6:22:37_PM	20/7/2019	10634	good	92.6	Lysis_first	ERS16369263	sample processed and sequenced
SNDPXU	TIS5BD	1.74	Kjell-Arne_Edvinsson	10:31:52_AM	26/10/2019	Kjell-Arne_Edvinsson	11:36:49_AM	24/11/2019	41825	good	94.1	Lysis_first	ERS16369264	sample processed and sequenced
SICR2T	TLCIG9	12.184	Sofie_Bjoerklund	9:46:52_AM	2/6/2019	Sofie_Bjoerklund	8:43:28_AM	8/6/2019	8577	good	92.5	Lysis_first	ERS16369265	sample processed and sequenced
SASINM	T5R3X9	4.64	Kristina_Tajani	9:03:33_AM	23/8/2019	Kristina_Tajani	10:09:17_AM	30/8/2019	10146	good	94.5	Lysis_first	ERS16369266	sample processed and sequenced
SKAH3M	T5FPCF	1.194	Jimmy_Skord	12:10:00_PM	7/9/2019	Jimmy_Skord	2:20:00_PM	14/9/2019	10210	good	94.8	Lysis_first	ERS16369267	sample processed and sequenced
SZFCIC	TC6XPC	0.795	Jimmy_Skord	12:10:00_PM	7/9/2019	Jimmy_Skord	2:40:00_PM	14/9/2019	10230	good	95	Lysis_first	ERS16369268	sample processed and sequenced
SBISNJ	T8EUCF	4.516	Fredric_Svensson	1:41:23_PM	26/5/2019	Fredric_Svensson	5:05:22_PM	2/6/2019	10284	good	94.2	Lysis_last	ERS16369269	sample processed and sequenced
SZUDQT	TUBWQK	1.657	Sibylle_Haeggqvist	5:26:46_PM	25/5/2019	Peter_Aspengren	7:42:44_AM	1/6/2019	9496	good	95	Lysis_last	ERS16369270	sample processed and sequenced
SAJKVF	TZRRMG	1.137	Jimmy_Skord	1:16:18_PM	31/8/2019	Jimmy_Skord	11:00:00_AM	7/9/2019	9944	good	95	Lysis_first	ERS16369271	sample processed and sequenced
S3R1WI	TIS5BD	1.071	Kjell-Arne_Edvinsson	1:00:00_PM	11/8/2019	Kjell-Arne_Edvinsson	3:44:23_PM	16/8/2019	7364	good	95.3	Lysis_first	ERS16369272	sample processed and sequenced
SCUCGX	TLCIG9	10.445	Sofie_Bjoerklund	8:43:51_AM	8/6/2019	Sofie_Bjoerklund	11:49:57_AM	15/6/2019	10266	good	92.9	Lysis_first	ERS16369273	sample processed and sequenced
S2NYQV	T5R3X9	6.19	Kristina_Tajani	12:51:05_PM	31/5/2019	Kristina_Tajani	2:44:30_PM	8/6/2019	11633	good	94.3	Lysis_first	ERS16369274	sample processed and sequenced
S92G3K	TZRRMG	0.06	Jimmy_Skord	3:29:42_PM	5/10/2019	Jimmy_Skord	12:00:00_PM	26/10/2019	30030	acceptable	94.6	Lysis_first	ERS16369275	sample processed and sequenced
SNHSBC	T5R3X9	2.656	Kristina_Tajani	10:09:34_AM	30/8/2019	Kristina_Tajani	1:17:16_PM	6/9/2019	10268	good	94.8	Lysis_first	ERS16369276	sample processed and sequenced
SMN9AH	T8EUCF	4.005	Fredric_Svensson	2:42:09_PM	31/3/2019	Fredric_Svensson	4:05:31_PM	5/4/2019	7283	good	94.8	Lysis_last	ERS16369277	sample processed and sequenced
STDKVS	TR9HSR	2.081	Thomas_Westin	8:37:58_AM	13/9/2019	Thomas_Westin	8:01:45_AM	20/9/2019	10044	acceptable	93.9	Lysis_last	ERS16369278	sample processed and sequenced
SNKPQB	TE2T4A	4.4	Maud_Tyboni	12:42:21_PM	27/7/2019	Maud_Tyboni	9:31:13_AM	3/8/2019	9889	good	94.2	Lysis_first	ERS16369279	sample processed and sequenced
SXY3KJ	TBGYQQ	3.053	Hannah_Igelfelt	11:12:03_AM	2/8/2019	Hannah_Igelfelt	5:51:11_PM	9/8/2019	10479	good	94.6	Lysis_first	ERS16369280	sample processed and sequenced
